Name,GUID,Type,Description
COLD_1_A1_Frost Shard,d5ad8e29-3044-4448-9437-0caf985ea0a8,SkillInfo,Impale your target on a shard of ice dealing *0 cold damage.
COLD_1_A2_Chilling Strike,77fe40a7-9103-4178-8abc-8853d5ad3030,SkillInfo,The caster's hand becomes imbued with frost thrusting it at the target dealing *0 cold damage.
COLD_1_A3_Frost Armor,2208fbbd-9850-4ab8-b79f-4890df3df20c,SkillInfo,Envelopes the caster in frost granting 10% @Cold Resistance@.   Attackers take *0 cold damage.
COLD_1_A4_Freeze Earth,9dc01e66-033f-4253-b592-600ccd1ee086,SkillInfo,Freezes the ground in the target area applying 1 stack of Chilled to enemies that enter.
COLD_1_P1_Frostbite I,d8150318-0785-4e4b-a498-3309785b4818,SkillInfo,Your stacks of @chilled@ now reduce the targets damage by 2%.
COLD_1_P2_Crystalize I,73f8d326-da19-4833-9d8e-37bef6108719,SkillInfo,Increases @Physical Resistance@ by 5%.
COLD_1_P3_Frost Borne,72cb11ac-9b05-498e-b70f-277483276962,SkillInfo,Increases @cold resistance@ by 10%
COLD_2_A1_Frost Nova,58e5745d-97e6-435d-9cc3-32ba40624c70,SkillInfo,The caster creates a wave of frozen energy dealing *0 cold damage within 2 hexes of the selected target.
COLD_2_A2_Ice Lance,a01976e1-79bd-4b7c-b5ad-5d00d831dbaf,SkillInfo,The caster hurls a razor-like shard of ice piercing foes in a line dealing *0 cold damage. 
COLD_2_A3_Enchant Cold,ec47077f-c7e0-46a8-919e-355574736558,SkillInfo,Enchants the target's weapon to add *0 cold damage to attacks. 
COLD_2_A4_Deep Freeze,89b80d70-2371-4ba1-a442-0874f08501c7,SkillInfo,Intense frost encircles your foe applying 5 stacks of {STA=Chilled} on the target.
COLD_2_P1_Frostbite II,e0c03c2e-91d4-43f4-a9eb-bca37a15531f,SkillInfo,Your stacks of @Chilled@ now reduce the targets damage by an additional 3%.
COLD_2_P2_Crystalize II,3191db14-dd9e-41ad-a57d-582edb939bc4,SkillInfo,Increases @Physical Resistance@ by an additional 10%.
COLD_2_P3_Break The Ice,27017ff7-2c25-4374-97fd-dd8ce0c98d9a,SkillInfo,"The first time you deal damage or healing in battle, it's effectiveness is increased by 100%."
COLD_3_A1_Frozen Spikes,76acf606-9f9a-4a69-b535-53181edb48f4,SkillInfo,Hurl 5 shards of ice dealing *0 cold damage to each target.
COLD_3_A2_Ice Wall,7e6703df-535d-48d9-9fa4-f8f110f3ce66,SkillInfo,Summon pillars of ice to block 4 hexes blocking enemy's line of sight. Attackers take cold damage.  Lasts 4 turns.
COLD_3_A3_Breath of Winter,e5467ec0-99ad-45b4-85d2-463450c3cb5e,SkillInfo,Conjures the breath of a frost dragon dealing *0 cold damage to all enemies in a cone. 
COLD_3_A4_Aura Of Frost,4a94cc56-f32a-4773-ba12-0827b5808c70,SkillInfo,Deals *0 cold damage to enemies that start their turns within 3 hexes of your character.
COLD_3_P1_Cold Blooded,9dd4c4d5-ee58-4024-9315-000ce9f1e999,SkillInfo,Each stack of chilled you've applied increases your cold damage by 5%.
COLD_3_P2_Diamond Ice,3f4a5063-576b-4f12-8e8f-10ba9ddbb4df,SkillInfo,"1% of your @Armor@ value is added to your character as @Additional Cold Damage@.

Current Bonus: [0]"
COLD_4_A1_Stasis,778a1e3a-907d-4926-aad3-921a9cdb2f3d,SkillInfo,Incases the friendly target in a dome of ice granting [0] Armor and Magic Armor for the duration. Immobilizes the target.
COLD_4_A2_Ice Storm,48f86c3e-1b84-4137-bbb5-fde153b9c1b8,SkillInfo,Conjure a massive ice storm dealing *0 cold damage to affected enemies each turn.
COLD_4_A3_Brain Freeze,c311cbb4-a500-4e09-92f8-94bd89077ef8,SkillInfo,Deals [0] cold damage each time the target performs an action.
COLD_4_P1_Frozen Core,4e5e30b7-845b-4631-86ea-7ec768fa17ef,SkillInfo,Each stack of @chilled@ now reduces the target's maxium health by 5%.
COLD_4_P2_Invulnerable Winter,c4ba0e93-b273-496f-adb0-e22d9b360c41,SkillInfo,"@Intelligence@ grants [0] @Armor@ and @Magic Armor@ per point.

Current Bonus: [1]"
COLD_5_A1_Mass Freeze,0b79d5cc-d5a6-443f-9d82-f6af10ef03c5,SkillInfo,Applies {STA=Frozen} to all enemies.
COLD_5_A2_Chain Frost,b23ba4f5-c901-432c-b0b7-8462836f5a98,SkillInfo,Deals *0 cold damage.  Bounces between enemies within 4 hexes up to 10 times.
COLD_5_A3_Shatter,2fdc07c4-f235-47a0-8675-70bc7da2d682,SkillInfo,Summons a blast of frozen energy dealing *0 cold damage plus an additional *0 per stack of @Chilled@ on targets in a 4 hex radius.
COLD_5_P1_Master Of Ice,559550e0-885c-4b8a-b34d-a6a1107e9fc7,SkillInfo,"Each turn you freeze an enemy, you gain an additional action."
COLD_5_P2_Icefall,dae8969a-3ea5-4361-a0aa-8d87021a0b9a,SkillInfo,When enemies are frozen by you they release a @frost nova@. 
Dismiss Shapeshift,b682b407-2da2-4586-af4e-05b2bd5318cd,SkillInfo,Dismiss your active shapeshift.
Dragonkin Black,37af7274-087e-46f7-8a32-4a9966720978,SkillInfo,Shapeshift into a @Black Dragonkin@. Empowers your basic attack and gain new abilities. Armor and Damage Reduction increased.
Dragonkin Fire Breath,8b01a130-c81b-455a-9437-cc59e2f3326d,SkillInfo,Breath fire dealing *0 fire damage to all enemies in a cone. 
Dragonkin Flame Slash,3e463301-f301-49b5-93fa-ccb5889387c1,SkillInfo,Slash nearby targets dealing *0 fire damage to all enemies.
Dragonkin Frost Breath,f9d85c5a-7576-4d37-843b-723e159d5206,SkillInfo,Deals *0 cold damage each turn.
Dragonkin Frost Slash,bad87a3a-9f8c-410f-a6a9-f488a8d1ba7b,SkillInfo,Slash nearby targets dealing *0 cold damage to all enemies.
Dragonkin Frozen Orb,8df74ec0-7fae-4e00-a6f3-85a0274df4c1,SkillInfo,Hurls a ball of Ice dealing *0 cold damage to all targets in range. Applies 5 stacks of {STA=Chilled}
Dragonkin Holy Blast,01a2099f-60d5-4768-b729-7e259bd8cdd1,SkillInfo,Expel a powerful celestial light blinding enemies and dealing *0 holy damage to all enemies and healing *0 to all allies in range.
Dragonkin Holy Breath,60354f76-0a7c-4438-9008-85df8037405a,SkillInfo,Breathe out a stream of holy light dealing *0 holy damage to all enemies and healing *0 to all allies in range.
Dragonkin Holy Slash,5925ed0a-e01f-4063-97c1-57ff584f2c59,SkillInfo,Slash nearby targets dealing *0 holy damage to all enemies and healing *0 to all allies in range.
Dragonkin Lightning Breath,6a9ed2a9-ecad-4ca2-afc6-ef866c37d106,SkillInfo,Breath lightning dealing *0 lightning damage to all enemies in a cone. 
Dragonkin Shadow Breath,f2f1bee4-2ea0-4247-9da2-be43133dd643,SkillInfo,Breathe out a stream of shadow energy dealing *0 shadow damage to all enemies in range.
Dragonkin Shadow Orb,d1041350-7f20-4596-b243-f3831e8fa8d1,SkillInfo,Hurls an orb of dark energy dealing *0 shadow damage to all targets in range.
Dragonkin Shadow Slash,b2cc57fd-19e2-4669-9f4d-faf24f65ff19,SkillInfo,Slash nearby targets dealing *0 shadow damage to all enemies in range.
Dragonkin Sun Fire,922c35f7-9449-40d5-90f3-d93a4c0a26d3,SkillInfo,Hurls a ball of flame dealing *0 fire damage to all targets in range. Applies 10 stacks of {STA=Heat}
Dragonkin Thunder Blast,3fec6b86-5b4a-44eb-a690-4ad13c6c54ba,SkillInfo,Conjure a storm of lightning dealing *0 lightning damage to all targets in range. Applies 10 stacks of {STA=Shocked}.
Dragonkin Thunder Slash,089159a7-b192-41e8-880a-ecbd4488a7f8,SkillInfo,Slash nearby targets dealing *0 lightning damage to all enemies.
Dragonkin White,6341c783-ade4-4f5c-a124-af3de9b462ce,SkillInfo,Shapeshift into a @White Dragonkin@. Empowers your basic attack and gain new abilities. Armor and Damage Reduction increased.
Elixir of the Scarlet Ox,aa91c1ef-d110-427c-b712-6a26b9deaa67,SkillInfo,Grants 1 additional Action Point and 3 Movement Points. Applies {STA=Exhaustion}.
Enchant Holy,6b42dcc2-9354-4f06-8152-1fe09594bd66,SkillInfo,Enchants the target's weapon to add *0 holy damage to attacks. 
Enchant Shadow,07807a49-de05-463f-a775-0bfe02b105fb,SkillInfo,Enchants the target's weapon to add *0 shadow damage to attacks. 
Enemy Acid Burst,e35c7859-44a5-4648-b78a-fb4208405a26,SkillInfo,The caster creates an poison gas cloud that applies 5 stacks of poison within 2 hexes of the selected target.
Enemy_3_A1_Soul Fracture,c690fa26-ce99-47f4-884c-b25a48c8b2ea,SkillInfo,Fracture the target's soul dealing *0 shadow damage. Lowers the target's @Maximum Health@ and @Maximum Mana@ by 20%.
Enemy_Abyssal Scream,b5eb0519-1106-4f61-9893-0d9b09fefadc,SkillInfo,Deals *0 physical damage.  Enemies within 2 hexes are @feared@ for 1 turn.
Enemy_Battle Fury,9315d6ea-a3c9-4c3b-b366-b5f3d2ab3744,SkillInfo,Increases damage dealt by 25%. Increases damage taken by 25%.
Enemy_BER_Bleeding Cleave,d93f07ee-f74b-4901-b6f6-3577aa328513,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.
Enemy_Burrow,c6578044-b0d1-4efc-941f-5408b31afc88,SkillInfo,Jump to the target area.  Unaffected by increased range modifiers.
Enemy_COLD_Frost Nova,9cd65bf4-7475-48de-bf8d-5b697a16e580,SkillInfo,The caster creates a wave of frozen energy dealing *0 cold damage within 2 hexes of the selected target.
Enemy_COLD_Frost Rounds,7d8a159a-03ff-4a8b-8d3b-676f9d649c15,SkillInfo,The caster creates a wave of frozen energy dealing *0 cold damage within 2 hexes of the selected target.
Enemy_Corrosive Bite,c6bb98f3-aae3-4ee3-8793-98458f3430ea,SkillInfo,Deals *0 weapon damage. Applies {STA=Disabled} to the target for 1 turn and applies 3 stacks of {STA=Bleeding}.
Enemy_Crystal Bite,c2b99db7-c8a0-40ff-b723-1f58d26cf9bc,SkillInfo,Deals *0 weapon damage.  Lowers targets @Resistance@ by 20% for 2 turns.
Enemy_Fear,e5467c06-1282-4960-9c3a-c0463d642d4c,SkillInfo,Fears target.
Enemy_FIRE_Detonate,0c29baa3-8621-4df3-8fca-f082429adfb0,SkillInfo,Deals *0 fire damage to all foes within 3 hexes of your character.
Enemy_FORGE_MassRuneOfExploding,85bac245-40e8-4a4b-a193-06874ef0ba72,SkillInfo,"Place a rune on the selected hex. After 1 turn, it detonates dealing [0] fire damage to all enemies within 1 hex."
Enemy_HLY_Hand of God,7d67b03e-787a-4d38-aad1-e8c0ed480a10,SkillInfo,Heal all allies to full.
Enemy_Howl of Terror,13e43f4b-54bc-4069-bf10-2fbe0bf6ddd4,SkillInfo,Deals *0 physical damage.  Enemies within 2 hexes are @feared@ for 1 turn.
Enemy_Ice Blink,ee8e6f7b-dc62-45da-9b3c-a36f0bedd8c3,SkillInfo,Jump to the target area.  Unaffected by increased range modifiers.
Enemy_Incalculable Rage,5e12dac8-a9d5-4509-b47f-c029154947e8,SkillInfo,Grants 2 additional Action Points. Lowers movement points by 5.
Enemy_Indestructible,1aeb5764-e7c6-4d40-86eb-20c37c772eb0,SkillInfo,Gain a 50% resistance to the last type of damage taken.
Enemy_LGT_Divine Door,1cbc04de-250c-4e83-aa54-d317f77990a9,SkillInfo,Teleports the caster to the target location in a flash holy light.  Unaffected by increased range modifiers.
Enemy_LTN_Discharge,820e764a-7dd5-43f2-ac3d-7c566f044bd0,SkillInfo,Deals *0 lightning damage within 3 hexes of the caster. 
Enemy_Melee_Fissure,ecb99317-902d-4a6e-950a-b7fa77357b51,SkillInfo,Open the earth in a line spawning deadly fissures that deal *0 fire damage.
Enemy_Monster Summoning IV,ae16210c-0f41-4aa0-bffa-d2e2fbf41479,SkillInfo,Summon a powerful champion to fight for you.
Enemy_Obsidian Strike,edb7226f-44c7-4652-91db-59ccc020f7c4,SkillInfo,Deals *0 fire damage to all foes within 2 hexes of your character.
Enemy_Overgrow,be0d4b34-5639-49f4-b081-4d17a203b50f,SkillInfo,Increases damage dealt and health by 25%.
Enemy_Passive_Cannibalism,f19f1ce4-1057-4c73-b70e-fa614775a8ea,SkillInfo,Heal for you for 20% of your maximum health when an ally or an enemy dies.
Enemy_Passive_Hellfire,e5a9a33b-2d7e-435f-8b3a-78df81d9d63c,SkillInfo,Engulfed in Hellfire. Each stack of @heat@ applied to enemies applies [0] fire damage per turn. Grants Immunity to @heat@ and @chilled@.
Enemy_Passive_Molten Plating,ecb80244-d1db-412d-9fc6-fa08d722c11d,SkillInfo,Reduces damage taken by 40%.
Enemy_Passive_Obsidian Plating,a25c3b59-1e44-445d-a5f9-ccf0308a4f19,SkillInfo,Reduces damage taken by 50%.
Enemy_Passive_Pack Hunter,775596bf-10fb-4ce0-be22-20ed24a94a1b,SkillInfo,For every ally within 1 hex of you gain 40% @increased Damage@.
Enemy_Passive_Sandstone Plating,ab37d047-ff36-47aa-9d28-1c59e61308cd,SkillInfo,Reduces damage taken by 35%.
Enemy_Poison Thorns,ab31b2d3-c7fc-40f8-ac12-57e5a9a92f60,SkillInfo,Wreaths the target in poisonous thorns.  Attackers take 2 stacks of poison.
Enemy_Poison Vines,ebfc1ebd-ad8e-427a-92b4-8cb53109912a,SkillInfo,Cripples all enemies and applies 5 stacks of poison.
Enemy_Rage of the Dwarf King,cc51659e-13f6-4fc0-bef4-9039afc8dd0b,SkillInfo,Increases damage dealt by 25%. Increases damage taken by 25%.
Enemy_Rampage,7482d0c2-c135-4eac-8093-f2fa905f9774,SkillInfo,Increases damage dealt and taken by 50%. Grants 1 additional Action Point
Enemy_SHD_Blood Frenzy,fc48cd99-fadb-43c4-98ee-1257b86bb01c,SkillInfo,Increases damage dealt and life steal by 25%.
Enemy_SHD_Bone Explosion,ee696d5f-0cca-4f7e-a963-850112b48b56,SkillInfo,The caster creates an explosion of bone dealing *0 physical damage within 2 hexes of the selected target. Applies 2 stacks of bleeding.
Enemy_SHD_Energy Drain,28d912ed-a0a3-46f0-9fb1-b6e47c2c15c3,SkillInfo,Removes 10% of the target's max mana. Deals [0] shadow damage.
Enemy_SHD_Grave Slam,318b4735-3421-4859-8a17-633903769823,SkillInfo,Devour the life force of all enemies within 2 hexes dealing [0] Shadow Damage and reducing 20% of enemy @Maximum Health@ for each enemy effected.
Enemy_SHD_Poison Cloud,78c03335-9a0e-45a8-ac57-f14636d98215,SkillInfo,The caster creates an poison gas cloud that applies 5 stacks of poison within 2 hexes of the selected target.
Enemy_SHD_Poison Cloud Melee,b6ac1140-f2ed-463b-9bfa-669005e9773b,SkillInfo,The caster creates an poison gas cloud that applies 4 stacks of poison within 2 hexes of the selected target.
Enemy_SHD_Raise Damned Fiend,f694f2c3-b50d-48f3-9420-2baef7b59f2a,SkillInfo,Summon a Damned Fiend to fight by your side.
Enemy_SHD_Raise Mindless Skeleton,072c9434-b536-43b1-8f69-188de61e101b,SkillInfo,Summon a mindless skeleton to fight by your side.
Enemy_SHD_Raise Skeletal Attendant,27088443-4986-4713-948d-63a5dc93c4a4,SkillInfo,Summon a Skeletal Attendant to fight by your side.
Enemy_SHD_Raise Skeletal Conjuror,f7b8472a-73ba-43f1-9029-88cb3987a815,SkillInfo,Summon a Skeletal Conjuror to fight by your side.
Enemy_SHD_Raise Skeletal Henchman,c3fc8972-758a-486e-b017-791046a3d05f,SkillInfo,Summon a Skeletal Henchman to fight by your side.
Enemy_SHD_Raise Skeletal Lackey,8332c788-9c64-45a9-a3b3-981b4de76f83,SkillInfo,Summon a Skeletal Lackey to fight by your side.
Enemy_SHD_Raise Skeletal Minion,df6cf67e-4529-4611-9484-0f057ba88c1d,SkillInfo,Summon a Skeletal Minion to fight by your side.
Enemy_SHD_Raise Skeletal Servant,35ed1b27-e36b-4821-994c-fccfbc34f43c,SkillInfo,Summon a Skeletal Servant to fight by your side.
Enemy_SHD_Trouble Mind,547cd3ce-942a-43ea-b714-084362c786f6,SkillInfo,The caster creates an poison gas cloud that applies 5 stacks of poison within 2 hexes of the selected target.
Enemy_Spore Cloud,7adbae91-d67b-4845-b17a-928e709f0c9f,SkillInfo,The caster creates an poison gas cloud that applies 4 stacks of poison within 2 hexes of the selected target.
Enemy_Summon Boar,06dc1ea5-3258-48c2-981e-40350cc5f390,SkillInfo,Summon boar to fight by your side.
Enemy_Summon Efreet - Heal,4f9354a1-ca24-42bc-9d95-e9a365f3b68e,SkillInfo,Wish to restore life.
Enemy_Summon Efreet - Storm,5e62e2b7-b628-4125-8ac4-9e867eaddfaa,SkillInfo,Wish for a powerful storm to rain down upon your foes.
Enemy_Summon Efreet - Summon,91a45682-15ff-4c66-9d6d-a3514f67e389,SkillInfo,Wish for a powerful monster to fight by your side.
Enemy_Summon Tundra Wolf,41ae570b-6733-4015-b400-59ec052c4be8,SkillInfo,Summon a Tundra Wolf to fight by your side.
Enemy_WAR_Cleave 1,fba6c3de-ea7d-43b8-b0e7-bace8fccdff2,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.
Enemy_WAR_Cleave 2,1969efab-7881-415b-8808-948d878075ae,SkillInfo,Swing in a 180 degree arc striking all foes for *0 weapon damage.
Enemy_WAR_Earth Spike,f148dd2c-f2ba-4151-b178-64109e0a953a,SkillInfo,Applies {STA=Stun} to all enemies.
Enemy_WAR_Ground Slam,522370b1-8846-45d1-8a76-fe2a31c0bdd2,SkillInfo,Deals *0 fire damage to all foes within 2 hexes of your character.
Explosive Burning Ground,1fadf982-3c1f-48b2-af8c-654d7d6d5e1f,SkillInfo,Ignite an area in flames. Enemies take *0 fire damage each turn they remain on burning ground.
FIRE_1_A1_Fire Shield,5b6ec9f3-e40d-48f9-84a5-f0b86982d366,SkillInfo,Wreaths the target in flame granting 10% @fire resistance@.  Attackers take *0 fire damage.
FIRE_1_A2_Fireblast,eb51277a-7757-4487-9840-c9f9a9a99f72,SkillInfo,Hurls a bolt of fire dealing *0 fire damage to a single target. 
FIRE_1_A3_Immolate,d17f236d-ce6e-4b1e-95a4-20bdc97e6b5f,SkillInfo,Burns the target for *0 fire damage each turn.
FIRE_1_P1_Burning Reach,5cbfa82e-8475-4390-aad9-f68e6c47ffb8,SkillInfo,Increase the range of all non-melee abilites by 1 hex. 
FIRE_1_P2_Fire Borne,640b54a5-36af-417b-82b4-a221afab159f,SkillInfo,Increases @fire resistance@ by 10%.
FIRE_1_P3_Hot Head I,126bb043-6548-4075-bca8-77e5f90fe992,SkillInfo,Increase all Damage and Healing by 8%. 
FIRE_2_A1_Cauterize,7f89aae2-820b-4ef5-9280-992d75eba7c6,SkillInfo,Removes all negative statuses from friendly target but inflicts 10% of target's maximum health as fire damage. Can be used when Disabled.
FIRE_2_A2_Fireball,bc0660c5-3a8c-48be-a437-880b2541871c,SkillInfo,Hurls a ball of flame dealing *0 fire damage to all targets in range.
FIRE_2_A3_Enchant Fire,3db67bff-d0ea-4430-ba72-ba1388f3b6c2,SkillInfo,Enchants the target's weapon to add *0 fire damage to attacks. 
FIRE_2_A4_Burning Ground,6f8d77e8-aec2-49ee-8656-864e4ed013ea,SkillInfo,Ignite an area in flames. Enemies take *0 fire damage each turn they remain on burning ground.
FIRE_2_P1_FireStarter,6119e522-4697-4314-94dc-83253a2c9d87,SkillInfo,All enemies now start the battle with 4 stacks of @Heat@. 
FIRE_2_P3_Hot Head II,72a6afb2-c7e6-4918-a1d3-4f08680e2b73,SkillInfo,Increases Damage and Healing by an additional 12%. 
FIRE_3_A1_Detonate,cfd7e41e-9bc9-4fd3-81ff-b7855d26b561,SkillInfo,Deals *0 fire damage to all foes within 2 hexes of your character.
FIRE_3_A2_Haste,48793549-36dc-4718-a714-6a49bd8ccba4,SkillInfo,Target gains an additional action this turn. Applies {STA=Exhaustion}.
